dteday,season,mnth,workingday,weathersit,temp,atemp,hum,windspeed,cnt,hr
2011-07-21,3,7,1,2,0.74,0.7273,0.84,0.2239,21,1.0
2011-07-21,3,7,1,2,0.74,0.7273,0.84,0.2239,6,2.0
2011-07-21,3,7,1,2,0.74,0.7121,0.79,0.1343,6,3.0
2011-07-21,3,7,1,2,0.72,0.7121,0.84,0.1045,4,4.0
2011-07-21,3,7,1,2,0.72,0.7121,0.84,0.1045,18,5.0
2011-07-21,3,7,1,2,0.72,0.7121,0.84,0.1045,117,6.0
2011-07-21,3,7,1,2,0.74,0.7273,0.84,0.1343,274,7.0
2011-07-21,3,7,1,2,0.76,0.7576,0.79,0.1642,381,8.0
2011-07-21,3,7,1,2,0.8,0.8182,0.75,0.2537,200,9.0
2011-07-21,3,7,1,2,0.82,0.8636,0.71,0.2239,78,10.0
2011-07-21,3,7,1,2,0.86,0.8939,0.63,0.2985,106,11.0
2011-07-21,3,7,1,1,0.88,0.8939,0.56,0.3284,135,12.0
2011-07-21,3,7,1,1,0.88,0.8939,0.56,0.2985,102,13.0
2011-07-21,3,7,1,1,0.9,0.8939,0.5,0.3582,147,14.0
2011-07-21,3,7,1,1,0.9,0.9242,0.53,0.2537,133,15.0
2011-07-21,3,7,1,1,0.92,0.9242,0.48,0.2836,210,16.0
2011-07-21,3,7,1,1,0.92,0.9091,0.45,0.2985,414,17.0
2011-07-21,3,7,1,1,0.9,0.8939,0.5,0.2836,382,18.0
2011-07-21,3,7,1,1,0.86,0.9242,0.67,0.2836,284,19.0
2011-07-21,3,7,1,1,0.84,0.8939,0.71,0.2239,237,20.0
2011-07-21,3,7,1,1,0.82,0.8939,0.75,0.2239,225,21.0
2011-07-21,3,7,1,1,0.82,0.8636,0.71,0.1642,149,22.0
2011-07-21,3,7,1,1,0.8,0.8182,0.71,0.1642,113,23.0
2011-07-22,3,7,1,1,0.82,0.8333,0.63,0.1343,60,0.0
2011-07-22,3,7,1,1,0.8,0.7879,0.63,0.0,24,1.0
2011-07-22,3,7,1,1,0.78,0.803,0.79,0.1343,14,2.0
2011-07-22,3,7,1,1,0.78,0.7879,0.75,0.1045,7,3.0
2011-07-22,3,7,1,1,0.76,0.7424,0.75,0.1045,13,4.0
2011-07-22,3,7,1,1,0.74,0.7121,0.79,0.1045,19,5.0
2011-07-22,3,7,1,1,0.76,0.7424,0.75,0.0896,96,6.0
2011-07-22,3,7,1,2,0.8,0.803,0.66,0.1045,252,7.0
2011-07-22,3,7,1,2,0.84,0.8485,0.63,0.1642,322,8.0
2011-07-22,3,7,1,1,0.86,0.8939,0.63,0.0896,208,9.0
2011-07-22,3,7,1,1,0.9,0.9242,0.53,0.0896,115,10.0
2011-07-22,3,7,1,1,0.9,0.8939,0.5,0.1045,109,11.0
2011-07-22,3,7,1,1,0.94,0.9545,0.48,0.1642,115,12.0
2011-07-22,3,7,1,1,0.94,0.9848,0.51,0.1642,123,13.0
2011-07-22,3,7,1,1,0.96,1.0,0.48,0.2985,101,14.0
2011-07-22,3,7,1,1,0.94,0.9848,0.51,0.2985,133,15.0
2011-07-22,3,7,1,3,0.9,0.8333,0.39,0.2985,182,16.0
2011-07-22,3,7,1,1,0.88,0.8485,0.47,0.1045,306,17.0
2011-07-22,3,7,1,1,0.9,0.8182,0.37,0.1642,284,18.0
2011-07-22,3,7,1,2,0.86,0.7879,0.41,0.1045,250,19.0
2011-07-22,3,7,1,1,0.84,0.8182,0.56,0.0,212,20.0
2011-07-22,3,7,1,1,0.82,0.803,0.59,0.0896,190,21.0
2011-07-22,3,7,1,2,0.84,0.7879,0.49,0.0896,149,22.0
2011-07-22,3,7,1,1,0.8,0.7879,0.63,0.194,103,23.0
2011-07-23,3,7,0,1,0.82,0.7879,0.56,0.0,101,0.0
2011-07-23,3,7,0,1,0.82,0.7727,0.52,0.1045,70,1.0
2011-07-23,3,7,0,1,0.82,0.7727,0.52,0.0,61,2.0
2011-07-23,3,7,0,1,0.78,0.7576,0.66,0.0896,22,3.0
2011-07-23,3,7,0,1,0.76,0.7273,0.66,0.1045,9,4.0
2011-07-23,3,7,0,1,0.76,0.7121,0.62,0.1343,7,5.0
2011-07-23,3,7,0,1,0.8,0.7424,0.52,0.1343,25,6.0
2011-07-23,3,7,0,1,0.8,0.7424,0.52,0.1045,45,7.0
2011-07-23,3,7,0,1,0.84,0.7879,0.49,0.2537,109,8.0
2011-07-23,3,7,0,1,0.84,0.7879,0.49,0.1642,132,9.0
2011-07-23,3,7,0,1,0.86,0.7879,0.41,0.2239,198,10.0
2011-07-23,3,7,0,1,0.9,0.8182,0.37,0.194,216,11.0
2011-07-23,3,7,0,1,0.92,0.8636,0.37,0.1045,235,12.0
2011-07-23,3,7,0,1,0.94,0.8788,0.38,0.1642,245,13.0
2011-07-23,3,7,0,1,0.92,0.8939,0.42,0.0,236,14.0
2011-07-23,3,7,0,1,0.94,0.8788,0.38,0.0,215,15.0
2011-07-23,3,7,0,1,0.94,0.8788,0.38,0.1343,221,16.0
2011-07-23,3,7,0,1,0.94,0.8788,0.38,0.1343,197,17.0
2011-07-23,3,7,0,1,0.92,0.8788,0.4,0.2239,196,18.0
2011-07-23,3,7,0,2,0.82,0.803,0.59,0.1343,217,19.0
2011-07-23,3,7,0,1,0.82,0.803,0.59,0.2239,145,20.0
2011-07-23,3,7,0,1,0.82,0.803,0.59,0.2239,154,21.0
2011-07-23,3,7,0,1,0.8,0.7727,0.59,0.194,125,22.0
2011-07-23,3,7,0,1,0.8,0.7727,0.59,0.1045,104,23.0
2011-07-24,3,7,0,1,0.8,0.7727,0.59,0.1045,119,0.0
2011-07-24,3,7,0,1,0.78,0.7576,0.66,0.1045,96,1.0
2011-07-24,3,7,0,1,0.8,0.7879,0.63,0.0896,60,2.0
2011-07-24,3,7,0,1,0.8,0.7879,0.63,0.0896,37,3.0
2011-07-24,3,7,0,1,0.78,0.7576,0.66,0.1045,6,4.0
2011-07-24,3,7,0,1,0.78,0.7576,0.66,0.0896,8,5.0
2011-07-24,3,7,0,2,0.8,0.7879,0.63,0.0896,22,6.0
2011-07-24,3,7,0,1,0.8,0.7727,0.59,0.1343,35,7.0
2011-07-24,3,7,0,1,0.82,0.7879,0.56,0.2836,104,8.0
2011-07-24,3,7,0,1,0.82,0.7879,0.56,0.3881,154,9.0
2011-07-24,3,7,0,1,0.86,0.8182,0.5,0.3284,226,10.0
2011-07-24,3,7,0,1,0.84,0.803,0.53,0.2537,243,11.0
2011-07-24,3,7,0,1,0.9,0.8636,0.45,0.1642,246,12.0
2011-07-24,3,7,0,1,0.86,0.803,0.47,0.2239,252,13.0
2011-07-24,3,7,0,1,0.86,0.8182,0.5,0.2836,283,14.0
2011-07-24,3,7,0,1,0.9,0.8485,0.42,0.2537,238,15.0
2011-07-24,3,7,0,1,0.9,0.8485,0.42,0.2537,249,16.0
2011-07-24,3,7,0,1,0.9,0.8333,0.39,0.1045,249,17.0
2011-07-24,3,7,0,1,0.88,0.8182,0.42,0.1642,243,18.0
2011-07-24,3,7,0,1,0.86,0.803,0.47,0.1642,240,19.0
2011-07-24,3,7,0,1,0.84,0.7879,0.49,0.1642,195,20.0
2011-07-24,3,7,0,1,0.8,0.7879,0.63,0.1343,153,21.0
2011-07-24,3,7,0,1,0.78,0.7576,0.66,0.0,98,22.0
2011-07-24,3,7,0,2,0.76,0.7273,0.7,0.0896,50,23.0
2011-07-25,3,7,1,2,0.76,0.7273,0.7,0.0,34,0.0
2011-07-25,3,7,1,2,0.76,0.7424,0.75,0.0896,12,1.0
2011-07-25,3,7,1,2,0.74,0.7121,0.79,0.0896,6,2.0
2011-07-25,3,7,1,1,0.74,0.7121,0.79,0.0,4,3.0
2011-07-25,3,7,1,1,0.72,0.7121,0.84,0.0896,6,4.0
2011-07-25,3,7,1,1,0.72,0.7121,0.84,0.0896,24,5.0
2011-07-25,3,7,1,2,0.72,0.7121,0.84,0.0896,107,6.0
2011-07-25,3,7,1,2,0.74,0.7121,0.79,0.0,277,7.0
2011-07-25,3,7,1,2,0.76,0.7424,0.75,0.0,387,8.0
2011-07-25,3,7,1,1,0.8,0.803,0.66,0.0,135,9.0
2011-07-25,3,7,1,1,0.82,0.803,0.59,0.0,84,10.0
2011-07-25,3,7,1,2,0.84,0.8333,0.59,0.194,107,11.0
2011-07-25,3,7,1,2,0.84,0.8333,0.59,0.194,67,12.0
2011-07-25,3,7,1,2,0.74,0.7121,0.74,0.1343,78,13.0
2011-07-25,3,7,1,2,0.72,0.697,0.79,0.194,90,14.0
2011-07-25,3,7,1,1,0.7,0.6667,0.84,0.3881,112,15.0
2011-07-25,3,7,1,1,0.7,0.6667,0.84,0.2239,198,16.0
2011-07-25,3,7,1,1,0.72,0.697,0.74,0.0,485,17.0
2011-07-25,3,7,1,1,0.74,0.7121,0.74,0.0896,533,18.0
2011-07-25,3,7,1,1,0.74,0.697,0.7,0.0896,386,19.0
2011-07-25,3,7,1,1,0.72,0.697,0.74,0.1343,302,20.0
2011-07-25,3,7,1,1,0.7,0.6667,0.84,0.0,194,21.0
2011-07-25,3,7,1,1,0.7,0.6667,0.84,0.0,125,22.0
2011-07-25,3,7,1,1,0.7,0.6667,0.84,0.0896,87,23.0
2011-07-26,3,7,1,1,0.7,0.6667,0.79,0.1045,28,0.0
2011-07-26,3,7,1,1,0.7,0.6667,0.79,0.1045,12,1.0
2011-07-26,3,7,1,1,0.68,0.6364,0.89,0.1045,7,2.0
2011-07-26,3,7,1,1,0.68,0.6364,0.89,0.1343,4,3.0
2011-07-26,3,7,1,1,0.68,0.6364,0.88,0.1642,6,4.0
2011-07-26,3,7,1,1,0.66,0.5909,0.89,0.0896,27,5.0
2011-07-26,3,7,1,1,0.68,0.6364,0.83,0.2239,110,6.0
2011-07-26,3,7,1,1,0.72,0.6818,0.66,0.2836,318,7.0
2011-07-26,3,7,1,1,0.74,0.6818,0.55,0.194,424,8.0
2011-07-26,3,7,1,1,0.76,0.6818,0.4,0.2239,187,9.0
2011-07-26,3,7,1,1,0.8,0.697,0.31,0.2239,138,10.0
2011-07-26,3,7,1,1,0.82,0.7121,0.3,0.0,151,11.0
2011-07-26,3,7,1,1,0.84,0.7273,0.28,0.0,147,12.0
2011-07-26,3,7,1,1,0.84,0.7273,0.32,0.2985,182,13.0
2011-07-26,3,7,1,1,0.86,0.7424,0.3,0.2836,147,14.0
2011-07-26,3,7,1,1,0.88,0.7576,0.28,0.3284,163,15.0
2011-07-26,3,7,1,1,0.86,0.7576,0.36,0.2836,254,16.0
2011-07-26,3,7,1,1,0.86,0.7576,0.36,0.3582,537,17.0
2011-07-26,3,7,1,1,0.84,0.7424,0.39,0.3881,546,18.0
2011-07-26,3,7,1,1,0.82,0.7424,0.43,0.2985,398,19.0
2011-07-26,3,7,1,1,0.8,0.7273,0.46,0.2537,290,20.0
2011-07-26,3,7,1,1,0.78,0.7121,0.49,0.2239,267,21.0
2011-07-26,3,7,1,1,0.76,0.697,0.55,0.1343,158,22.0
2011-07-26,3,7,1,1,0.76,0.7121,0.58,0.1045,89,23.0
2011-07-27,3,7,1,2,0.78,0.7121,0.52,0.1642,45,0.0
2011-07-27,3,7,1,1,0.78,0.7121,0.49,0.194,10,1.0
2011-07-27,3,7,1,1,0.76,0.697,0.52,0.2985,6,2.0
2011-07-27,3,7,1,1,0.72,0.6667,0.58,0.1642,4,3.0
2011-07-27,3,7,1,1,0.72,0.6667,0.51,0.194,4,4.0
2011-07-27,3,7,1,1,0.7,0.6515,0.54,0.2836,18,5.0
2011-07-27,3,7,1,1,0.7,0.6515,0.54,0.2239,123,6.0
2011-07-27,3,7,1,1,0.72,0.6667,0.48,0.2537,347,7.0
2011-07-27,3,7,1,1,0.74,0.6667,0.42,0.2537,433,8.0
2011-07-27,3,7,1,1,0.76,0.6667,0.35,0.2537,216,9.0
2011-07-27,3,7,1,1,0.78,0.6818,0.33,0.0,114,10.0
2011-07-27,3,7,1,1,0.8,0.697,0.31,0.0,136,11.0
2011-07-27,3,7,1,1,0.82,0.7121,0.3,0.2836,169,12.0
2011-07-27,3,7,1,1,0.84,0.7273,0.3,0.3582,180,13.0
2011-07-27,3,7,1,1,0.84,0.7273,0.28,0.2239,127,14.0
2011-07-27,3,7,1,1,0.86,0.7424,0.26,0.2537,140,15.0
2011-07-27,3,7,1,1,0.86,0.7273,0.25,0.1642,268,16.0
2011-07-27,3,7,1,1,0.84,0.7121,0.26,0.2239,572,17.0
2011-07-27,3,7,1,1,0.82,0.7121,0.28,0.1045,541,18.0
2011-07-27,3,7,1,1,0.8,0.697,0.29,0.0896,375,19.0
2011-07-27,3,7,1,1,0.76,0.6818,0.45,0.2239,294,20.0
2011-07-27,3,7,1,1,0.74,0.6667,0.48,0.1045,245,21.0
2011-07-27,3,7,1,1,0.72,0.6667,0.48,0.0,180,22.0
2011-07-27,3,7,1,1,0.74,0.6667,0.45,0.0896,109,23.0
2011-07-28,3,7,1,1,0.7,0.6515,0.51,0.1343,45,0.0
2011-07-28,3,7,1,1,0.72,0.6667,0.51,0.0,29,1.0
2011-07-28,3,7,1,1,0.72,0.6667,0.54,0.1045,7,2.0
2011-07-28,3,7,1,1,0.72,0.6667,0.54,0.0,5,3.0
2011-07-28,3,7,1,1,0.7,0.6515,0.61,0.1045,6,4.0
2011-07-28,3,7,1,1,0.7,0.6515,0.65,0.1045,27,5.0
2011-07-28,3,7,1,1,0.7,0.6515,0.7,0.0896,116,6.0
2011-07-28,3,7,1,1,0.72,0.6818,0.7,0.1642,305,7.0
2011-07-28,3,7,1,1,0.74,0.697,0.66,0.1642,456,8.0
2011-07-28,3,7,1,1,0.78,0.7424,0.59,0.194,210,9.0
2011-07-28,3,7,1,1,0.8,0.7576,0.55,0.2836,116,10.0
2011-07-28,3,7,1,1,0.84,0.8182,0.56,0.2836,154,11.0
2011-07-28,3,7,1,1,0.84,0.803,0.53,0.2537,186,12.0
2011-07-28,3,7,1,1,0.86,0.803,0.47,0.2537,152,13.0
2011-07-28,3,7,1,2,0.84,0.7879,0.49,0.2537,138,14.0
2011-07-28,3,7,1,1,0.86,0.8182,0.5,0.194,146,15.0
2011-07-28,3,7,1,1,0.86,0.803,0.47,0.1642,256,16.0
2011-07-28,3,7,1,1,0.84,0.803,0.53,0.194,468,17.0
2011-07-28,3,7,1,1,0.84,0.8182,0.56,0.2239,483,18.0
2011-07-28,3,7,1,1,0.82,0.803,0.59,0.194,322,19.0
2011-07-28,3,7,1,1,0.8,0.7879,0.63,0.194,270,20.0
2011-07-28,3,7,1,1,0.78,0.7576,0.66,0.2836,196,21.0
2011-07-28,3,7,1,1,0.76,0.7273,0.7,0.2537,174,22.0
2011-07-28,3,7,1,1,0.76,0.7424,0.75,0.194,123,23.0
2011-07-29,3,7,1,1,0.74,0.7121,0.79,0.1642,57,0.0
2011-07-29,3,7,1,1,0.74,0.7121,0.79,0.1343,34,1.0
2011-07-29,3,7,1,1,0.74,0.7121,0.79,0.0,13,2.0
2011-07-29,3,7,1,1,0.74,0.7121,0.79,0.0,11,3.0
2011-07-29,3,7,1,1,0.72,0.7121,0.84,0.1343,6,4.0
2011-07-29,3,7,1,1,0.72,0.7121,0.84,0.0,27,5.0
2011-07-29,3,7,1,2,0.72,0.7121,0.84,0.0,90,6.0
2011-07-29,3,7,1,2,0.74,0.7121,0.79,0.0896,254,7.0
2011-07-29,3,7,1,2,0.76,0.7727,0.77,0.0,384,8.0
2011-07-29,3,7,1,1,0.86,0.803,0.47,0.2537,179,9.0
2011-07-29,3,7,1,1,0.9,0.8485,0.42,0.2836,106,10.0
2011-07-29,3,7,1,1,0.92,0.8788,0.4,0.2985,161,11.0
2011-07-29,3,7,1,1,0.96,0.8636,0.31,0.2836,135,12.0
2011-07-29,3,7,1,1,0.94,0.8333,0.31,0.0,156,13.0
2011-07-29,3,7,1,1,0.96,0.8636,0.3,0.2239,148,14.0
2011-07-29,3,7,1,1,0.96,0.8636,0.3,0.2537,169,15.0
2011-07-29,3,7,1,1,0.96,0.8636,0.3,0.3881,233,16.0
2011-07-29,3,7,1,1,0.96,0.8636,0.3,0.2985,421,17.0
2011-07-29,3,7,1,1,0.92,0.8636,0.37,0.3284,362,18.0
2011-07-29,3,7,1,1,0.9,0.8485,0.42,0.2239,241,19.0
2011-07-29,3,7,1,1,0.86,0.7879,0.41,0.3284,206,20.0
2011-07-29,3,7,1,1,0.82,0.7576,0.46,0.1642,163,21.0
2011-07-29,3,7,1,1,0.8,0.7424,0.49,0.2239,174,22.0
2011-07-29,3,7,1,1,0.78,0.7121,0.52,0.1045,116,23.0
2011-07-30,3,7,0,1,0.76,0.697,0.55,0.194,133,0.0
2011-07-30,3,7,0,1,0.76,0.697,0.55,0.0896,90,1.0
2011-07-30,3,7,0,1,0.76,0.697,0.55,0.1045,42,2.0
2011-07-30,3,7,0,1,0.74,0.6818,0.62,0.1642,43,3.0
2011-07-30,3,7,0,1,0.72,0.6818,0.66,0.1642,10,4.0
2011-07-30,3,7,0,1,0.72,0.6818,0.7,0.2836,13,5.0
2011-07-30,3,7,0,1,0.72,0.6818,0.7,0.2985,24,6.0
2011-07-30,3,7,0,1,0.76,0.7273,0.66,0.194,42,7.0
2011-07-30,3,7,0,1,0.78,0.7424,0.59,0.2239,114,8.0
2011-07-30,3,7,0,1,0.82,0.7576,0.46,0.2985,174,9.0
2011-07-30,3,7,0,1,0.82,0.7424,0.41,0.2985,261,10.0
2011-07-30,3,7,0,1,0.84,0.7424,0.36,0.194,317,11.0
2011-07-30,3,7,0,1,0.84,0.7273,0.32,0.1642,341,12.0
2011-07-30,3,7,0,1,0.88,0.7576,0.29,0.0,308,13.0
2011-07-30,3,7,0,1,0.9,0.7879,0.29,0.0,305,14.0
2011-07-30,3,7,0,1,0.9,0.803,0.31,0.1343,302,15.0
2011-07-30,3,7,0,1,0.9,0.7879,0.27,0.2239,302,16.0
2011-07-30,3,7,0,1,0.9,0.7879,0.29,0.1045,302,17.0
2011-07-30,3,7,0,1,0.88,0.7576,0.28,0.194,299,18.0
2011-07-30,3,7,0,1,0.74,0.6515,0.33,0.2239,256,19.0
2011-07-30,3,7,0,1,0.82,0.7424,0.43,0.1343,206,20.0
2011-07-30,3,7,0,1,0.8,0.7424,0.49,0.1642,205,21.0
2011-07-30,3,7,0,1,0.78,0.7121,0.52,0.1045,209,22.0
2011-07-30,3,7,0,1,0.76,0.697,0.55,0.0896,177,23.0
2011-07-31,3,7,0,1,0.76,0.697,0.55,0.0896,113,0.0
2011-07-31,3,7,0,1,0.74,0.6818,0.62,0.0896,79,1.0
2011-07-31,3,7,0,1,0.74,0.697,0.66,0.0896,67,2.0
2011-07-31,3,7,0,1,0.74,0.697,0.66,0.0,50,3.0
2011-07-31,3,7,0,1,0.72,0.6818,0.7,0.0,13,4.0
2011-07-31,3,7,0,1,0.72,0.6818,0.69,0.0,8,5.0
2011-07-31,3,7,0,1,0.74,0.697,0.7,0.0,13,6.0
2011-07-31,3,7,0,1,0.74,0.6818,0.58,0.1343,45,7.0
2011-07-31,3,7,0,1,0.76,0.697,0.55,0.2239,142,8.0
2011-07-31,3,7,0,1,0.8,0.7424,0.49,0.0,183,9.0
2011-07-31,3,7,0,1,0.84,0.7424,0.36,0.1642,254,10.0
2011-07-31,3,7,0,1,0.86,0.7424,0.28,0.1642,275,11.0
2011-07-31,3,7,0,1,0.9,0.7727,0.25,0.194,338,12.0
2011-07-31,3,7,0,1,0.9,0.7727,0.24,0.1343,294,13.0
2011-07-31,3,7,0,1,0.9,0.7727,0.24,0.1642,326,14.0
2011-07-31,3,7,0,1,0.92,0.7727,0.18,0.2985,293,15.0
2011-07-31,3,7,0,1,0.92,0.7727,0.17,0.2836,306,16.0
2011-07-31,3,7,0,1,0.92,0.7727,0.16,0.1642,320,17.0
2011-07-31,3,7,0,1,0.86,0.7879,0.41,0.2836,304,18.0
2011-07-31,3,7,0,1,0.8,0.7576,0.55,0.3284,274,19.0
2011-07-31,3,7,0,1,0.8,0.7576,0.55,0.3284,275,20.0
2011-07-31,3,7,0,1,0.78,0.7424,0.59,0.2985,164,21.0
2011-07-31,3,7,0,1,0.74,0.697,0.7,0.2985,96,22.0
2011-07-31,3,7,0,1,0.74,0.697,0.66,0.2239,70,23.0
2011-08-01,3,8,1,1,0.72,0.6818,0.7,0.2239,29,0.0
2011-08-01,3,8,1,1,0.72,0.697,0.74,0.194,17,1.0
2011-08-01,3,8,1,1,0.7,0.6667,0.74,0.1045,11,2.0
2011-08-01,3,8,1,1,0.7,0.6667,0.79,0.1642,4,3.0
2011-08-01,3,8,1,1,0.66,0.6061,0.83,0.1343,4,4.0
2011-08-01,3,8,1,1,0.66,0.6061,0.83,0.1045,26,5.0
2011-08-01,3,8,1,1,0.66,0.6061,0.83,0.0896,100,6.0
2011-08-01,3,8,1,1,0.74,0.6818,0.62,0.0,282,7.0
2011-08-01,3,8,1,1,0.8,0.7273,0.43,0.194,382,8.0
2011-08-01,3,8,1,1,0.82,0.7424,0.41,0.0,166,9.0
2011-08-01,3,8,1,1,0.86,0.7576,0.36,0.1642,97,10.0
2011-08-01,3,8,1,1,0.88,0.7727,0.32,0.1642,119,11.0
2011-08-01,3,8,1,1,0.9,0.803,0.33,0.2537,168,12.0
2011-08-01,3,8,1,1,0.9,0.803,0.31,0.2985,150,13.0
2011-08-01,3,8,1,1,0.92,0.8182,0.29,0.194,123,14.0
2011-08-01,3,8,1,1,0.9,0.7879,0.27,0.0,129,15.0
2011-08-01,3,8,1,1,0.9,0.7879,0.27,0.0,231,16.0
2011-08-01,3,8,1,1,0.76,0.6818,0.45,0.2985,514,17.0
2011-08-01,3,8,1,1,0.78,0.697,0.43,0.194,543,18.0
2011-08-01,3,8,1,1,0.74,0.6667,0.51,0.2239,413,19.0
2011-08-01,3,8,1,1,0.72,0.6818,0.62,0.2239,305,20.0
2011-08-01,3,8,1,1,0.7,0.6515,0.7,0.2537,220,21.0
2011-08-01,3,8,1,1,0.7,0.6515,0.7,0.0896,137,22.0
2011-08-01,3,8,1,1,0.68,0.6364,0.74,0.194,96,23.0
2011-08-02,3,8,1,1,0.66,0.6212,0.74,0.0,29,0.0
2011-08-02,3,8,1,1,0.66,0.6212,0.74,0.1045,12,1.0
2011-08-02,3,8,1,1,0.68,0.6364,0.69,0.0,8,2.0
2011-08-02,3,8,1,1,0.66,0.6212,0.74,0.194,5,3.0
2011-08-02,3,8,1,1,0.66,0.6212,0.74,0.1045,10,4.0
2011-08-02,3,8,1,1,0.66,0.6212,0.74,0.1343,21,5.0
2011-08-02,3,8,1,1,0.68,0.6364,0.69,0.1045,117,6.0
2011-08-02,3,8,1,1,0.72,0.6667,0.61,0.2836,335,7.0
2011-08-02,3,8,1,1,0.74,0.6818,0.58,0.2836,435,8.0
2011-08-02,3,8,1,1,0.78,0.697,0.46,0.2985,213,9.0
2011-08-02,3,8,1,1,0.82,0.7273,0.36,0.2985,140,10.0
2011-08-02,3,8,1,1,0.84,0.7273,0.32,0.4179,128,11.0
2011-08-02,3,8,1,1,0.86,0.7424,0.3,0.2836,157,12.0
2011-08-02,3,8,1,1,0.86,0.7424,0.3,0.2239,203,13.0
2011-08-02,3,8,1,1,0.9,0.7727,0.25,0.2836,159,14.0
2011-08-02,3,8,1,1,0.9,0.7727,0.25,0.2836,168,15.0
2011-08-02,3,8,1,1,0.9,0.7727,0.25,0.2836,274,16.0
2011-08-02,3,8,1,2,0.9,0.7879,0.27,0.1343,556,17.0
2011-08-02,3,8,1,2,0.86,0.7576,0.34,0.194,556,18.0
2011-08-02,3,8,1,2,0.86,0.7576,0.36,0.2239,454,19.0
2011-08-02,3,8,1,2,0.82,0.7576,0.46,0.2537,288,20.0
2011-08-02,3,8,1,1,0.8,0.7424,0.52,0.2239,254,21.0
2011-08-02,3,8,1,2,0.78,0.7424,0.59,0.1642,191,22.0
2011-08-02,3,8,1,2,0.8,0.7424,0.49,0.1642,132,23.0
2011-08-03,3,8,1,2,0.8,0.7424,0.49,0.1642,43,0.0
2011-08-03,3,8,1,2,0.78,0.7121,0.52,0.1642,16,1.0
2011-08-03,3,8,1,2,0.78,0.7121,0.49,0.1642,11,2.0
2011-08-03,3,8,1,2,0.76,0.697,0.55,0.0896,4,3.0
2011-08-03,3,8,1,2,0.76,0.697,0.52,0.1642,7,4.0
2011-08-03,3,8,1,2,0.76,0.697,0.55,0.0896,24,5.0
2011-08-03,3,8,1,3,0.72,0.6818,0.66,0.4925,110,6.0
2011-08-03,3,8,1,2,0.74,0.6667,0.51,0.2239,271,7.0
2011-08-03,3,8,1,2,0.74,0.6667,0.51,0.1642,437,8.0
2011-08-03,3,8,1,2,0.74,0.6818,0.55,0.194,195,9.0
2011-08-03,3,8,1,3,0.74,0.6818,0.58,0.0896,68,10.0
2011-08-03,3,8,1,2,0.74,0.6818,0.58,0.1045,122,11.0
2011-08-03,3,8,1,3,0.76,0.697,0.55,0.1343,161,12.0
2011-08-03,3,8,1,2,0.76,0.7121,0.58,0.2239,144,13.0
2011-08-03,3,8,1,2,0.76,0.7121,0.58,0.2239,147,14.0
2011-08-03,3,8,1,2,0.7,0.6667,0.79,0.1343,118,15.0
2011-08-03,3,8,1,3,0.68,0.6364,0.79,0.0,150,16.0
2011-08-03,3,8,1,2,0.7,0.6667,0.79,0.0,425,17.0
2011-08-03,3,8,1,3,0.7,0.6667,0.84,0.0,492,18.0
2011-08-03,3,8,1,3,0.7,0.6667,0.84,0.0,321,19.0
2011-08-03,3,8,1,3,0.7,0.6667,0.84,0.1045,87,20.0
2011-08-03,3,8,1,2,0.68,0.6364,0.89,0.1343,88,21.0
2011-08-03,3,8,1,3,0.68,0.6364,0.89,0.1045,77,22.0
2011-08-03,3,8,1,2,0.68,0.6364,0.89,0.0896,56,23.0
2011-08-04,3,8,1,2,0.68,0.6364,0.89,0.0896,17,0.0
2011-08-04,3,8,1,2,0.66,0.5909,0.94,0.0896,17,1.0
2011-08-04,3,8,1,2,0.66,0.5909,0.94,0.0896,7,2.0
2011-08-04,3,8,1,3,0.66,0.5909,0.94,0.0896,3,3.0
2011-08-04,3,8,1,2,0.68,0.6364,0.89,0.0,7,4.0
2011-08-04,3,8,1,2,0.68,0.6364,0.89,0.0,20,5.0
2011-08-04,3,8,1,2,0.68,0.6364,0.89,0.2985,97,6.0
2011-08-04,3,8,1,2,0.68,0.6364,0.89,0.2985,282,7.0
2011-08-04,3,8,1,2,0.7,0.6515,0.82,0.3582,398,8.0
2011-08-04,3,8,1,1,0.72,0.697,0.74,0.3284,187,9.0
2011-08-04,3,8,1,1,0.72,0.6667,0.71,0.2985,113,10.0
2011-08-04,3,8,1,2,0.74,0.697,0.66,0.2239,149,11.0
2011-08-04,3,8,1,2,0.76,0.7121,0.62,0.2239,205,12.0
2011-08-04,3,8,1,1,0.76,0.7121,0.58,0.0,205,13.0
2011-08-04,3,8,1,1,0.8,0.7576,0.55,0.1642,167,14.0
2011-08-04,3,8,1,1,0.8,0.7576,0.55,0.2537,165,15.0
2011-08-04,3,8,1,1,0.76,0.7121,0.62,0.3284,290,16.0
2011-08-04,3,8,1,1,0.76,0.7121,0.62,0.3284,555,17.0
2011-08-04,3,8,1,1,0.7,0.6667,0.74,0.2985,523,18.0
2011-08-04,3,8,1,1,0.7,0.6667,0.74,0.2836,366,19.0
2011-08-04,3,8,1,2,0.7,0.6667,0.74,0.194,286,20.0
2011-08-04,3,8,1,2,0.7,0.6667,0.74,0.194,211,21.0
2011-08-04,3,8,1,1,0.68,0.6364,0.74,0.194,174,22.0
2011-08-04,3,8,1,1,0.66,0.6212,0.74,0.1045,132,23.0
2011-08-05,3,8,1,1,0.66,0.6212,0.74,0.1045,54,0.0
2011-08-05,3,8,1,1,0.64,0.5909,0.78,0.0896,19,1.0
